"","REF_DATE","City","Province","VALUE","covid"
"1510",2020-04-01,"Whitehorse","YT",100.9,"COVID"
"1511",2020-05-01,"Whitehorse","YT",103,"COVID"
"1512",2020-06-01,"Whitehorse","YT",115.3,"COVID"
"1513",2020-07-01,"Whitehorse","YT",119.9,"COVID"
"1514",2020-08-01,"Whitehorse","YT",119.9,"COVID"
"1515",2020-09-01,"Whitehorse","YT",119.8,"COVID"
"1516",2020-10-01,"Whitehorse","YT",119.9,"COVID"
"1517",2020-11-01,"Whitehorse","YT",119.9,"COVID"
"1518",2020-12-01,"Whitehorse","YT",119.9,"COVID"
"1519",2021-01-01,"Whitehorse","YT",124.1,"COVID"
"1520",2021-02-01,"Whitehorse","YT",127.1,"COVID"
"1521",2021-03-01,"Whitehorse","YT",132.8,"COVID"
"1522",2021-04-01,"Whitehorse","YT",139.8,"COVID"
"1523",2021-05-01,"Whitehorse","YT",141.6,"COVID"
"1524",2021-06-01,"Whitehorse","YT",144.9,"COVID"
"1525",2021-07-01,"Whitehorse","YT",148.9,"COVID"
"1526",2021-08-01,"Whitehorse","YT",154.6,"COVID"
"1527",2021-09-01,"Whitehorse","YT",155.8,"COVID"
"1528",2021-10-01,"Whitehorse","YT",155.9,"COVID"
"1529",2021-11-01,"Whitehorse","YT",155.9,"COVID"
"1530",2021-12-01,"Whitehorse","YT",155.9,"COVID"
"1531",2022-01-01,"Whitehorse","YT",157.2,"COVID"
"1532",2022-02-01,"Whitehorse","YT",164.5,"COVID"
"1533",2022-03-01,"Whitehorse","YT",177,"COVID"
"1534",2022-04-01,"Whitehorse","YT",182.8,"COVID"
"1535",2022-05-01,"Whitehorse","YT",202.2,"COVID"
"1536",2022-06-01,"Whitehorse","YT",217.1,"COVID"
"1537",2022-07-01,"Whitehorse","YT",208.5,"COVID"
"1538",2022-08-01,"Whitehorse","YT",186.6,"Post-COVID"
"1539",2022-09-01,"Whitehorse","YT",186.2,"Post-COVID"
"1540",2022-10-01,"Whitehorse","YT",199.9,"Post-COVID"
"1541",2022-11-01,"Whitehorse","YT",186.3,"Post-COVID"
"1542",2022-12-01,"Whitehorse","YT",174.5,"Post-COVID"
"1543",2023-01-01,"Whitehorse","YT",169.6,"Post-COVID"
"1544",2023-02-01,"Whitehorse","YT",167.8,"Post-COVID"
"1545",2023-03-01,"Whitehorse","YT",169.2,"Post-COVID"
"1546",2023-04-01,"Whitehorse","YT",183.1,"Post-COVID"
"1547",2023-05-01,"Whitehorse","YT",183.9,"Post-COVID"
"1548",2023-06-01,"Whitehorse","YT",183.9,"Post-COVID"
"1549",2023-07-01,"Whitehorse","YT",183.9,"Post-COVID"
"1550",2023-08-01,"Whitehorse","YT",191.4,"Post-COVID"
"1551",2023-09-01,"Whitehorse","YT",193.6,"Post-COVID"
"1552",2023-10-01,"Whitehorse","YT",191.7,"Post-COVID"
"1553",2023-11-01,"Whitehorse","YT",189.9,"Post-COVID"
"1554",2023-12-01,"Whitehorse","YT",179.3,"Post-COVID"
"1555",2024-01-01,"Whitehorse","YT",169.9,"Post-COVID"
"1556",2024-02-01,"Whitehorse","YT",169.9,"Post-COVID"
"1557",2024-03-01,"Whitehorse","YT",177.3,"Post-COVID"
"1558",2024-04-01,"Whitehorse","YT",189,"Post-COVID"
"1559",2024-05-01,"Whitehorse","YT",189.9,"Post-COVID"
"1560",2024-06-01,"Whitehorse","YT",189.9,"Post-COVID"
"1561",2024-07-01,"Whitehorse","YT",189.9,"Post-COVID"
"1562",2024-08-01,"Whitehorse","YT",189.9,"Post-COVID"
"1563",2024-09-01,"Whitehorse","YT",185.4,"Post-COVID"
"1564",2024-10-01,"Whitehorse","YT",184.9,"Post-COVID"
"1565",2024-11-01,"Whitehorse","YT",184.9,"Post-COVID"
"1566",2024-12-01,"Whitehorse","YT",181.5,"Post-COVID"
"1567",2017-10-01,"Yellowknife","NT",114.5,"Pre-COVID"
"1568",2017-11-01,"Yellowknife","NT",123.4,"Pre-COVID"
"1569",2017-12-01,"Yellowknife","NT",122.4,"Pre-COVID"
"1570",2018-01-01,"Yellowknife","NT",123.1,"Pre-COVID"
"1571",2018-02-01,"Yellowknife","NT",122.9,"Pre-COVID"
"1572",2018-03-01,"Yellowknife","NT",122.9,"Pre-COVID"
"1573",2018-04-01,"Yellowknife","NT",128.9,"Pre-COVID"
"1574",2018-05-01,"Yellowknife","NT",137.2,"Pre-COVID"
"1575",2018-06-01,"Yellowknife","NT",141.7,"Pre-COVID"
"1576",2018-07-01,"Yellowknife","NT",144.4,"Pre-COVID"
"1577",2018-08-01,"Yellowknife","NT",145.6,"Pre-COVID"
"1578",2018-09-01,"Yellowknife","NT",146.4,"Pre-COVID"
"1579",2018-10-01,"Yellowknife","NT",146,"Pre-COVID"
"1580",2018-11-01,"Yellowknife","NT",140.4,"Pre-COVID"
"1581",2018-12-01,"Yellowknife","NT",128.8,"Pre-COVID"
"1582",2019-01-01,"Yellowknife","NT",119.7,"Pre-COVID"
"1583",2019-02-01,"Yellowknife","NT",120.3,"Pre-COVID"
"1584",2019-03-01,"Yellowknife","NT",125.6,"Pre-COVID"
"1585",2019-04-01,"Yellowknife","NT",134.5,"Pre-COVID"
"1586",2019-05-01,"Yellowknife","NT",142.7,"Pre-COVID"
"1587",2019-06-01,"Yellowknife","NT",138.5,"Pre-COVID"
"1588",2019-07-01,"Yellowknife","NT",134.4,"Pre-COVID"
"1589",2019-08-01,"Yellowknife","NT",131.6,"Pre-COVID"
"1590",2019-09-01,"Yellowknife","NT",133.5,"Pre-COVID"
"1591",2019-10-01,"Yellowknife","NT",133.4,"Pre-COVID"
"1592",2019-11-01,"Yellowknife","NT",132.1,"Pre-COVID"
"1593",2019-12-01,"Yellowknife","NT",131.7,"Pre-COVID"
"1594",2020-01-01,"Yellowknife","NT",129.7,"Pre-COVID"
"1595",2020-02-01,"Yellowknife","NT",127.6,"Pre-COVID"
"1596",2020-03-01,"Yellowknife","NT",112.4,"COVID"
"1597",2020-04-01,"Yellowknife","NT",94.7,"COVID"
"1598",2020-05-01,"Yellowknife","NT",96.7,"COVID"
"1599",2020-06-01,"Yellowknife","NT",109.5,"COVID"
"1600",2020-07-01,"Yellowknife","NT",115,"COVID"
"1601",2020-08-01,"Yellowknife","NT",116.5,"COVID"
"1602",2020-09-01,"Yellowknife","NT",117.2,"COVID"
"1603",2020-10-01,"Yellowknife","NT",120,"COVID"
"1604",2020-11-01,"Yellowknife","NT",118.9,"COVID"
"1605",2020-12-01,"Yellowknife","NT",118.9,"COVID"
"1606",2021-01-01,"Yellowknife","NT",121.4,"COVID"
"1607",2021-02-01,"Yellowknife","NT",124.3,"COVID"
"1608",2021-03-01,"Yellowknife","NT",130.4,"COVID"
"1609",2021-04-01,"Yellowknife","NT",135.7,"COVID"
"1610",2021-05-01,"Yellowknife","NT",140.9,"COVID"
"1611",2021-06-01,"Yellowknife","NT",143.1,"COVID"
"1612",2021-07-01,"Yellowknife","NT",147.6,"COVID"
"1613",2021-08-01,"Yellowknife","NT",149.8,"COVID"
"1614",2021-09-01,"Yellowknife","NT",149.9,"COVID"
"1615",2021-10-01,"Yellowknife","NT",150.6,"COVID"
"1616",2021-11-01,"Yellowknife","NT",152.8,"COVID"
"1617",2021-12-01,"Yellowknife","NT",151.5,"COVID"
"1618",2022-01-01,"Yellowknife","NT",151.5,"COVID"
"1619",2022-02-01,"Yellowknife","NT",158.1,"COVID"
"1620",2022-03-01,"Yellowknife","NT",175.6,"COVID"
"1621",2022-04-01,"Yellowknife","NT",174.4,"COVID"
"1622",2022-05-01,"Yellowknife","NT",187,"COVID"
"1623",2022-06-01,"Yellowknife","NT",208.1,"COVID"
"1624",2022-07-01,"Yellowknife","NT",200,"COVID"
"1625",2022-08-01,"Yellowknife","NT",177.1,"Post-COVID"
"1626",2022-09-01,"Yellowknife","NT",173.9,"Post-COVID"
"1627",2022-10-01,"Yellowknife","NT",180.2,"Post-COVID"
"1628",2022-11-01,"Yellowknife","NT",174.1,"Post-COVID"
"1629",2022-12-01,"Yellowknife","NT",158.7,"Post-COVID"
"1630",2023-01-01,"Yellowknife","NT",158,"Post-COVID"
"1631",2023-02-01,"Yellowknife","NT",160.7,"Post-COVID"
"1632",2023-03-01,"Yellowknife","NT",162.3,"Post-COVID"
"1633",2023-04-01,"Yellowknife","NT",166.9,"Post-COVID"
"1634",2023-05-01,"Yellowknife","NT",166,"Post-COVID"
"1635",2023-06-01,"Yellowknife","NT",166.9,"Post-COVID"
"1636",2023-07-01,"Yellowknife","NT",166.8,"Post-COVID"
"1637",2023-08-01,"Yellowknife","NT",167.2,"Post-COVID"
"1638",2023-09-01,"Yellowknife","NT",167.2,"Post-COVID"
"1639",2023-10-01,"Yellowknife","NT",168,"Post-COVID"
"1640",2023-11-01,"Yellowknife","NT",168.7,"Post-COVID"
"1641",2023-12-01,"Yellowknife","NT",163.4,"Post-COVID"
"1642",2024-01-01,"Yellowknife","NT",157.4,"Post-COVID"
"1643",2024-02-01,"Yellowknife","NT",157,"Post-COVID"
"1644",2024-03-01,"Yellowknife","NT",157.7,"Post-COVID"
"1645",2024-04-01,"Yellowknife","NT",161.6,"Post-COVID"
"1646",2024-05-01,"Yellowknife","NT",162.8,"Post-COVID"
"1647",2024-06-01,"Yellowknife","NT",162.9,"Post-COVID"
"1648",2024-07-01,"Yellowknife","NT",164.6,"Post-COVID"
"1649",2024-08-01,"Yellowknife","NT",162.9,"Post-COVID"
"1650",2024-09-01,"Yellowknife","NT",162.7,"Post-COVID"
"1651",2024-10-01,"Yellowknife","NT",162.2,"Post-COVID"
"1652",2024-11-01,"Yellowknife","NT",162.9,"Post-COVID"
"1653",2024-12-01,"Yellowknife","NT",162.1,"Post-COVID"
